file_path,label,text,clean_text,predicted_label
D:\OCR\docs-sm\invoice\0001453135.jpg,invoice,"BRITISH-AMERICAN TOBACCO COMPANY LTD

Brown & Williamson Tobacco Corporation,

LovIsvILLE.

CREDIT NOTE

PO Box482 Westminster House
‘Millbank London SW:P 3JE

‘Telephone: or-222 1229 Telex:27384)5
‘Telegrams: Vehicular Landon SW
VAT Reg. No.239 1369 50
INVOICE No.

DATE(T=xPeint) 345e Auguat 1984

By amount received for your account ex B.A.T.
Gigaretten Fabrieken being royalties for

the month of August 1984

£52,540.05

Exch. @ 1.3065 S8 68,643.58

DE. Bar Londen 3qC
ce: Ak Risery G22.

Ocresea Aecouss—

C8etB. Se
wsdl SB

OFY",british american tobacco company ltd brown williamson tobacco corporation lovisville credit note po box westminster house millbank london sw p je telephone telex telegrams vehicular landon sw vat reg invoice date xpeint e auguat amount received account ex b gigaretten fabrieken royalties month august exch de bar londen qc ce ak risery g ocresea aecouss cetb se wsdl sb ofy,invoice
D:\OCR\docs-sm\invoice\0011519293.jpg,invoice,"a 17Y%6O2

INTERCONTINENTAL CONSULTANTS CORPORATION ICC

February 1, 1985

TO: Brown & Williamson Tobacco Corp.
RE: Portland Brands in Test

MRD #298 235—-HP
Hes-seo D4)
Week:
12/31 $ 20.00
vr 20.00
ik 20.00
Var 20300
1/28 30300
(100.00) D
(A
Aala Luff 2G fot SB 8a
SGS-/2- FEF
4/995-500-D
adreks (GPS
%
Mss
: ¥ 670873499 OS TRIBUTION

600 Reiste m Road : Suite
sate i208"" Phone (901 484-6256 DATA eS)

Wit",intercontinental consultants corporation icc february brown williamson tobacco corp portland brands test mrd hp hes seo week vr ik var aala luff g fot sb sgs fef adreks gps mss os tribution reiste road suite sate phone data es wit,invoice
D:\OCR\docs-sm\invoice\0011929750.jpg,invoice,"a) a)

THE COUNCIL, FOR TOBACCO RESEARCH-U.S.A., INC.

SPECIAL PROJECTS FUND SUMMARY
—AS_OF DECEMBER 14,1987 __

Fund Deficit, November 1, 1987 ($ 569,894)

Projects Authorized in Fiscal 1988 «6 0) ($569,894)

Less: Contributions Received & Applied so
Net Deficit {s_569, 996)""

*Represented as follows:

Unexpended Appropriations  ($ 630,204)
cash in Bank 60,310
(S_ 569,894

682166736",council tobacco research u inc special projects fund summary as_of december __ fund deficit november projects authorized fiscal less contributions received applied net deficit s_ represented follows unexpended appropriations cash bank s_,invoice
D:\OCR\docs-sm\invoice\0011929754.jpg,invoice,"LS. OF COMMITMENTS W
AS OF October 16.1087,
PAID PAID PAID
AMOUNT FISCAL —FISCAL_-—FISCAL_ TOTAL

ee NAME __ AUTMORIED 1965 ge? PAYABLE
Te 7 Sterling 972,000(2) 324,000 486,000 162,000
serio Peabody Museum +0,000(2) 35,000 35,000
sent Peabody Museum ‘o,000(3) 35,000 35,000
secu Simon Frase Univesity ,200(8) soeer 46900 sass
toons Peabody Museum 29,000(2) «4.500 44500
209Rs Peabody Mureum 89,000(9) #4500 44800
SUCBLBRI—A.Jeaton 373.27(2) aan aesee s4on0
He-CUCRI A. Deneon a9720(3) 197,126
azine Rick 20.4618) 20478

W.Guvide 319,886(2) sara sons aan 65

Ww. cuts 147 80(3) seg 40502
a1 8. Lahoee 203.2741) 4356 sent ‘6.008 600
a2 (One Ridge National Laboratory 8€2,000(2) sis 2400 as
135 J. Wakatietd -e,000(2} 19,000 38,000 19000 2
i AGVA Atlantic, ne 23,9000) 4800
a8 A.Peintein 228,000(2) 314000 114,000 o
36 8. Digna 086,879(2) rosso eas mass
as E. Hunting 198,03¢(2) 0,004 soorr sass
ae HL Rothaehitt asea(s) maser 382 7
189 L. Kupper -4,200(2) 20,800 20,600 o

405308 sozae goes aTames Onno

(2) 08s Attra: B44
©) masa: Rabe
6) itt Anbonatons #22008

682166740",ls commitments w october paid paid paid amount fiscal fiscal_ fiscal_ total ee name __ autmoried ge payable te sterling serio peabody museum sent peabody museum secu simon frase univesity soeer sass toons peabody museum rs peabody mureum sucblbri jeaton aan aesee son cucri deneon azine rick w guvide sara sons aan ww cuts seg lahoee sent one ridge national laboratory sis j wakatietd e agva atlantic ne peintein digna rosso eas mass e hunting soorr sass ae hl rothaehitt asea maser l kupper sozae goes atames onno attra b masa rabe itt anbonatons,invoice
D:\OCR\docs-sm\invoice\0011930170.jpg,invoice,"INTERNATION st Ls

: no. 062920
wdeanansnanasds ong fe
aa eee fat
2200 peor a
Ate
pitesae i arte bor sess

‘Statement Date: iy Ls
=

For professional services rv

A Patent application no. 00°""

= Filing a requesting for an 0

, 6 58

Yop ot, BR oT
(pt e059 smn oT /Pht

OM A pnb Coumallrs

Sia, 000 50. vATEMENT PERIOD
$101.66

Ss es
*
7 a
a CF as

682333685",internation st ls wdeanansnanasds ong fe aa eee fat peor ate pitesae arte bor sess statement date iy ls professional services rv patent application filing requesting yop ot br ot pt e smn ot pht om pnb coumallrs sia vatement period ss es cf,invoice
D:\OCR\docs-sm\invoice\0011991025.jpg,invoice,"for society applieg eclentitic research

tl
INVOICE exe) yo

Pie. box 342
7300 An a
the netneriande

Idoorn

a6 Brown & Williamsen

Tobacco Corp.
Mr. Dr. GE. Stungio

36395 tnosp
Phone 055-7793 44

P.0. Box 35090 Postal cheque account 416269
Louisville, Ky 40232
U.S.A. eigemene bank nederiand
apeldoorn
Ania account number 53.10.43.762
OG0085

August 7th, 1984 invoicenumber

039911

Deseriotion

Audit of the laboratory of Suomen Tupakki Oy in

Helsinks with regard tot the deterination of

dry condensate, elkolofds and CO in the smoke

of cigarettes, HEL. 22,500,——

Travel expeiser, lodging and transport of

equipment WEL. _3.621,25

HEL, 26,121.29

OK
Sle by a? ol
Ok Aernm Defers
J? Ovac—

We refer to our report 84-02602 of 24-02-1984.

gen aldcapne sp
/30 Cha 5349-50-10 AFL. 22 S007 #2006
is a SYS SHAS APC Su aUBH 8 127.01

TOTAL

yment within 30 daye after date of Invoice to: Mootdgroep Mantschappo

© Technologie

GBLLOS699

‘© Apetdoorn",society applieg eclentitic research tl invoice exe yo pie box netneriande idoorn brown williamsen tobacco corp mr dr ge stungio tnosp phone p box postal cheque account louisville ky u eigemene bank nederiand apeldoorn ania account number og august th invoicenumber deseriotion audit laboratory suomen tupakki oy helsinks regard tot deterination dry condensate elkolofds co smoke cigarettes hel travel expeiser lodging transport equipment wel _ hel ok sle ol ok aernm defers j ovac refer report gen aldcapne sp cha afl sys shas apc su aubh total yment within daye date invoice mootdgroep mantschappo technologie gbllos apetdoorn,invoice
D:\OCR\docs-sm\invoice\0012179618.jpg,invoice,"BRITISH-AMERICAN TOBACCO COMPANY GONG KONG) LIMITED
RFRA) TA CLO Borssthema Hens 245 635%6 Dok

Cable Address: Powhatan Hon Kone Tore

Xopeseniee
hits

The Comeany done not warp ov

Picea aliet i carer stot pa
tad al cries a nteied scr ine
tbe Conray, For tot aveetinn ot he
ray pat ot he order to inne eee
Uc of te order et tay be une

6th July 1983 No.

SAR/LLI/85,

Brown & Williamson International Tobacco

To. 1600 West Hil] Street.

P.0. Box 35090
louisville, Kentucky 40232, U.S.A.

as Attention 1 Mrs -GsBs Kirsctner

Reference:
Advertising/Merchandising Expenses for
1 March, April & May, 1983 as per Statenente
wl?! attached

“a ele
rose ye 712 = —us82,895,808.32
v
be
ey rc ay / ‘GMITISH-AMERICAM TOBACCO CO, (HONG KONG) LTD,
by

0) Merenandising
Gonsuner Pronation 283,090.90
Salee Prosotion Materiale yi I3Et99
Promoter T7S.20 ny
Beater Peomstion :
Others : _
865,912.07 12,163.29 679,962.08

Grand Totat

93,266.35

FO0R2502",british american tobacco company gong kong limited rfra ta clo borssthema hens dok cable address powhatan hon kone tore xopeseniee hits comeany done warp ov picea aliet carer stot pa tad al cries nteied scr ine tbe conray tot aveetinn ot ray pat ot order inne eee uc te order et tay une th july sar lli brown williamson international tobacco west hil street p box louisville kentucky u attention mrs gsbs kirsctner reference advertising merchandising expenses march april may per statenente wl attached ele rose ye us v ey rc ay gmitish americam tobacco co hong kong ltd merenandising gonsuner pronation salee prosotion materiale yi iet promoter ts ny beater peomstion others _ grand totat,invoice
D:\OCR\docs-sm\invoice\0012193483.jpg,invoice,"TOBACCO
MERCHANTS

ASSOCIATION
<Q or besser near me

December 21, 1971
Brwon & Williamson Tobacco Corporation
1600 West Hill Street
Louisville, Kentucky 40201
Attn: Mr. Addison Yeanan
buts ror Calendar year 1972 313,650.00
Sont in advance for your
convenience if you prefer
to pay in 1971 instead of a
in January 1972 -~ TMA Thank

berg he Qeannres
q To Soe

: ce [esol

682172485",tobacco merchants association q besser near december brwon williamson tobacco corporation west hill street louisville kentucky attn mr addison yeanan buts ror calendar year sont advance convenience prefer pay instead january tma thank berg qeannres q soe ce esol,invoice
D:\OCR\docs-sm\invoice\0012287015.jpg,invoice,"Se
Fin account with,
(Debit Note)

Mitches & Co.
Patent and Trade Mark Agents Novenber 11, 1977
10:” Brown § Williamson Tobacco as .
Corporation.
1600 West ‘Hill. Street me

P.O, Box 539
Louisville, Kentucky 40201

Re: Patent Application - Canada

Title : TOBACCO SUBSTITUTE CON- i

z TAINING BORIC OXIDE BORO!
OXYACIDS AND AMMONIUM,

ALKALI METAL, OR ALKALIN!

; ) 5 Meso y. | BARTM, METAL SALTS. OF. .! ‘ 4. HAY
. : BORON’ OXYACIDS i
Inweacor. : David G. STRUBEL §
re ey Robert R. JOHNSON
Applicant. : British-American Tobacco i
iy * fy Company Limited
© Filed: November 25, 1975
Serial No. : 240,000
Your Ref. BAT?106-Canada i

Our File: 55-71-21

To receiving latter from Canadian Patent
Office with Ist official action and

reporting

To receiving letter from you and filing

prior art report :
TO OUR FEE IN ALL $55}00
- DISBURSEMENTS -

Paid to secretarial and clerical $2).38
i Paid to xerox, printing arid binding * . 1.25 9\63
= TO OUR FEE AND DISBURSEMENTS IN ALL soales or

This is our account herein.

DATED at LONDON, Ontario, this llth day of,
November, 1977.

MITCHES &

PhTM: cv",se fin account debit note mitches co patent trade mark agents novenber brown williamson tobacco corporation west hill street p box louisville kentucky patent application canada title tobacco substitute con z taining boric oxide boro oxyacids ammonium alkali metal alkalin meso bartm metal salts hay boron oxyacids inweacor david g strubel ey robert r johnson applicant british american tobacco iy fy company limited filed november serial ref bat canada file receiving latter canadian patent office ist official action reporting receiving letter filing prior art report fee disbursements paid secretarial clerical paid xerox printing arid binding fee disbursements soales account herein dated london ontario llth day november mitches phtm cv,invoice
D:\OCR\docs-sm\invoice\0013041942.jpg,invoice,"DomINGo M. AvaD0, M.D,
285 HANTSHOEN DRIVE

duty 15, 1979

hol, menthotated civarettes
eases and bleeding disorders.

Consutting fee (20 days in 1977) . + $6,000.00

Domingo M. Aviado, M.D.

S. S$. No, 197-32-9204
Flease send check to
225 Hartshorn Drive
Short Hills, NJ 07073

OK
6s0s00s92 <7",domingo avad hantshoen drive duty hol menthotated civarettes eases bleeding disorders consutting fee days domingo aviado flease send check hartshorn drive short hills nj ok sss,invoice
D:\OCR\docs-sm\invoice\0013043203.jpg,invoice,"C C Mr

TAFT, STETTINIUS & HOLLISTER,
ATTORNEYS AT LAW

1800 FIRST NATIONAL BANK CENTER
CINCINNATI, OHIO 48202

av v

(513) 381-2838,
BROWN & WILLTAMSON TOBACCO CO
1500 BROWN & WILLIAMSGN TGWE®
P.O. 80x 36090
LOUISVILLE+ KY 46232 INVOICE 35918

ATTN JOHN DAVID MYLES» ESQ.

FOR PROFESSIONAL SERVICES REN!

APRIL 254 1988

THROUGH MARCH 31+ 1986

12/11/67
1/05/68
1/11/88
1s/l2/es

1/13/88
1/14/88

2/19/88
2/23/88

c Re

PEARLY WILSGY Vs 4MERICAN TOBACCO CO

(Brown & Williamson and Generic Products)

MJZ 25. WILSONy SEVIEW FULCUNER DPINION FROM ALDEN

RUZ 25. LETTER MYLES) REVIEW CHANGE OF JUDGE PLEADINGS

Mud «75 ORAFT SUDIT LETTER» TER FROM PEPPLES

yz 180 CALL MCADAMS REGARDING FILINGS REVISE AUDIT

RM 025 ONFERENCE WITH MESSENGER REGARVING WILSON FILINGS

RM 250) REVIEW DOCKET CARES» TELEPHONE CALL TO MJZ REGARDING

WILSON FILINGS MEMO TQ MJZ

aM +250 REVIEW RECENT FILINGS

MJZ «250. NILSONy REVIEW PFS OPP MEMOS* PHONE CaLte

PROFESSIONAL SERVICE 3564250

COSTS AovANcED

DELIVERY - 11/10/87 O1e25

LONG DISTANC? IN FES. 1988 e1b6

PHOTOCOPIES - NOV. THRU MARCH 1988 o1s5e

TOTAL COSTS aovaNczo 1st
‘ Wo4, a
Recpeyerm cate 29 rime 3.4m 680303619

TosKWIDM DATE

TORHS

DATE

J sme Lid Zam
ZL sime LOD584

AGE Le",c c mr taft stettinius hollister attorneys law first national bank center cincinnati ohio av v brown willtamson tobacco co brown williamsgn tgwe p x louisville ky invoice attn john david myles esq professional services ren april march l es c pearly wilsgy vs merican tobacco co brown williamson generic products mjz wilsony seview fulcuner dpinion alden ruz letter myles review change judge pleadings mud oraft sudit letter ter pepples yz call mcadams regarding filings revise audit rm onference messenger regarving wilson filings rm review docket cares telephone call mjz regarding wilson filings memo tq mjz review recent filings mjz nilsony review pfs opp memos phone calte professional service costs aovanced delivery oe long distanc fes eb photocopies nov thru march ose total costs aovanczo st wo recpeyerm cate rime toskwidm date torhs date j sme lid zam zl sime lod age le,invoice
D:\OCR\docs-sm\invoice\0013122156.jpg,invoice,"‘Ted Bates & comp >. inc /advertising

1 mam a emaangE sae GxrATON Ove _ AOE 30 397
Poet aN trosene O° ST
wee
Fits Bats
EXPORT BEL pepe
oe
RADIO mate
exon wa coxerms Se
om come we pers
22.8
vee nz som 15, 197
vermer - 100%

BUDGET#®

oy",ted bates comp inc advertising mam emaange sae gxraton ove _ aoe poet trosene st wee fits bats export bel pepe oe radio mate exon wa coxerms se om come pers vee nz som vermer budget oy,invoice
D:\OCR\docs-sm\invoice\0013267193.jpg,invoice,": “BAB PARK AVE,, NEW YORK, N.Y. 10017

‘ O8318: 03. 01/28/20,
voce 7 PRESEATON ‘aRoss ANOUNT ‘O'SCOUNT AMOUNT NET AMOUNT OF
Jois22/86) 1083432.00 0 10824324001
NOT NEGOTIABLE",bab park ave new york n voce preseaton aross anount scount amount net amount jois negotiable,invoice
